,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
3365,ODI # 3528,Ireland,Scotland,3 wickets,Dublin,"Sep 10, 2014",Ireland
3366,ODI # 3529,Ireland,Scotland,8 wickets,Dublin,"Sep 12, 2014",Scotland
3367,ODI # 3530,Australia,Pakistan,93 runs,Sharjah,"Oct 7, 2014",Australia
3368,ODI # 3531,India,West Indies,124 runs,Kochi,"Oct 8, 2014",West Indies
3369,ODI # 3532,Australia,Pakistan,5 wickets,Dubai,"Oct 10, 2014",Australia
3370,ODI # 3533,India,West Indies,48 runs,Delhi,"Oct 11, 2014",India
3371,ODI # 3534,Australia,Pakistan,1 run,Abu Dhabi,"Oct 12, 2014",Australia
3372,ODI # 3535,India,West Indies,59 runs,Dharamsala,"Oct 17, 2014",India
3373,ODI # 3536,New Zealand,South Africa,6 wickets,Mount Maunganui,"Oct 21, 2014",South Africa
3374,ODI # 3537,New Zealand,South Africa,72 runs,Mount Maunganui,"Oct 24, 2014",South Africa
3375,ODI # 3539,India,Sri Lanka,169 runs,Cuttack,"Nov 2, 2014",India
3376,ODI # 3540,India,Sri Lanka,6 wickets,Ahmedabad,"Nov 6, 2014",India
3377,ODI # 3541,Hong Kong,P.N.G.,4 wickets,Townsville,"Nov 8, 2014",P.N.G.
3378,ODI # 3542,Hong Kong,P.N.G.,3 wickets,Townsville,"Nov 9, 2014",P.N.G.
3379,ODI # 3543,India,Sri Lanka,6 wickets,Hyderabad,"Nov 9, 2014",India
3380,ODI # 3544,India,Sri Lanka,153 runs,Kolkata,"Nov 13, 2014",India
3381,ODI # 3545,Australia,South Africa,32 runs,Perth,"Nov 14, 2014",Australia
3382,ODI # 3546,Australia,South Africa,3 wickets,Perth,"Nov 16, 2014",South Africa
3383,ODI # 3547,India,Sri Lanka,3 wickets,Ranchi,"Nov 16, 2014",India
3384,ODI # 3548,Australia,South Africa,73 runs,Canberra,"Nov 19, 2014",Australia
3385,ODI # 3549,Australia,South Africa,3 wickets,Melbourne,"Nov 21, 2014",Australia
3386,ODI # 3550,Bangladesh,Zimbabwe,87 runs,Chittagong,"Nov 21, 2014",Bangladesh
3387,ODI # 3551,Australia,South Africa,2 wickets,Sydney,"Nov 23, 2014",Australia
3388,ODI # 3552,Bangladesh,Zimbabwe,68 runs,Chittagong,"Nov 23, 2014",Bangladesh
3389,ODI # 3553,Bangladesh,Zimbabwe,124 runs,Dhaka,"Nov 26, 2014",Bangladesh
3390,ODI # 3554,Sri Lanka,England,25 runs,Colombo,"Nov 26, 2014",Sri Lanka
3391,ODI # 3555,Bangladesh,Zimbabwe,21 runs,Dhaka,"Nov 28, 2014",Bangladesh
3392,ODI # 3556,U.A.E.,Afghanistan,5 wickets,ICCA Dubai,"Nov 28, 2014",U.A.E.
3393,ODI # 3557,Sri Lanka,England,8 wickets,Colombo,"Nov 29, 2014",Sri Lanka
3394,ODI # 3558,U.A.E.,Afghanistan,6 wickets,ICCA Dubai,"Nov 30, 2014",U.A.E.
3395,ODI # 3559,Bangladesh,Zimbabwe,5 wickets,Dhaka,"Dec 1, 2014",Bangladesh
3396,ODI # 3560,U.A.E.,Afghanistan,2 wickets,ICCA Dubai,"Dec 2, 2014",Afghanistan
3397,ODI # 3561,Sri Lanka,England,5 wickets,Hambantota,"Dec 3, 2014",England
3398,ODI # 3562,U.A.E.,Afghanistan,30 runs,ICCA Dubai,"Dec 4, 2014",U.A.E.
3399,ODI # 3563,Sri Lanka,England,6 wickets,Colombo,"Dec 7, 2014",Sri Lanka
3400,ODI # 3564,New Zealand,Pakistan,3 wickets,Dubai,"Dec 8, 2014",Pakistan
3401,ODI # 3565,Sri Lanka,England,5 wickets,Pallekele,"Dec 10-11, 2014",England
3402,ODI # 3566,New Zealand,Pakistan,4 wickets,Sharjah,"Dec 12, 2014",New Zealand
3403,ODI # 3567,Sri Lanka,England,90 runs,Pallekele,"Dec 13, 2014",Sri Lanka
3404,ODI # 3568,New Zealand,Pakistan,147 runs,Sharjah,"Dec 14, 2014",Pakistan
3405,ODI # 3569,Sri Lanka,England,87 runs,Colombo,"Dec 16, 2014",Sri Lanka
3406,ODI # 3570,New Zealand,Pakistan,7 runs,Abu Dhabi,"Dec 17, 2014",New Zealand
3407,ODI # 3571,New Zealand,Pakistan,68 runs,Abu Dhabi,"Dec 19, 2014",New Zealand
3408,ODI # 3572,Afghanistan,Scotland,8 wickets,ICCA Dubai,"Jan 8, 2015",Afghanistan
3409,ODI # 3573,Afghanistan,Ireland,3 wickets,Dubai,"Jan 10, 2015",Ireland
3410,ODI # 3574,New Zealand,Sri Lanka,3 wickets,Christchurch,"Jan 11, 2015",New Zealand
3411,ODI # 3575,Ireland,Scotland,3 wickets,Dubai,"Jan 12, 2015",Ireland
3412,ODI # 3576,Afghanistan,Scotland,150 runs,Abu Dhabi,"Jan 14, 2015",Scotland
3413,ODI # 3577,New Zealand,Sri Lanka,6 wickets,Hamilton,"Jan 15, 2015",Sri Lanka
3414,ODI # 3578,Australia,England,3 wickets,Sydney,"Jan 16, 2015",Australia
3415,ODI # 3579,South Africa,West Indies,61 runs,Durban,"Jan 16, 2015",South Africa
3416,ODI # 3581,Afghanistan,Ireland,71 runs,Dubai,"Jan 17, 2015",Afghanistan
3417,ODI # 3582,Australia,India,4 wickets,Melbourne,"Jan 18, 2015",Australia
3418,ODI # 3583,South Africa,West Indies,148 runs,Johannesburg,"Jan 18, 2015",South Africa
3419,ODI # 3585,New Zealand,Sri Lanka,4 wickets,Nelson,"Jan 20, 2015",New Zealand
3420,ODI # 3586,England,India,9 wickets,Brisbane,"Jan 20, 2015",England
3421,ODI # 3587,South Africa,West Indies,9 wickets,East London,"Jan 21, 2015",South Africa
3422,ODI # 3588,New Zealand,Sri Lanka,108 runs,Dunedin,"Jan 23, 2015",New Zealand
3423,ODI # 3589,Australia,England,3 wickets,Hobart,"Jan 23, 2015",Australia
3424,ODI # 3590,New Zealand,Sri Lanka,120 runs,Dunedin,"Jan 25, 2015",New Zealand
3425,ODI # 3591,South Africa,West Indies,1 wicket,Port Elizabeth,"Jan 25, 2015",West Indies
3426,ODI # 3593,South Africa,West Indies,131 runs,Centurion,"Jan 28, 2015",South Africa
3427,ODI # 3594,New Zealand,Sri Lanka,34 runs,Wellington,"Jan 29, 2015",Sri Lanka
3428,ODI # 3595,England,India,3 wickets,Perth,"Jan 30, 2015",England
3429,ODI # 3596,New Zealand,Pakistan,7 wickets,Wellington,"Jan 31, 2015",New Zealand
3430,ODI # 3597,Australia,England,112 runs,Perth,"Feb 1, 2015",Australia
3431,ODI # 3598,New Zealand,Pakistan,119 runs,Napier,"Feb 3, 2015",New Zealand
3432,ODI # 3599,New Zealand,Sri Lanka,98 runs,Christchurch,"Feb 14, 2015",New Zealand
3433,ODI # 3600,Australia,England,111 runs,Melbourne,"Feb 14, 2015",Australia
3434,ODI # 3601,South Africa,Zimbabwe,62 runs,Hamilton,"Feb 15, 2015",South Africa
3435,ODI # 3602,India,Pakistan,76 runs,Adelaide,"Feb 15, 2015",India
3436,ODI # 3603,Ireland,West Indies,4 wickets,Nelson,"Feb 16, 2015",Ireland
3437,ODI # 3604,New Zealand,Scotland,3 wickets,Dunedin,"Feb 17, 2015",New Zealand
3438,ODI # 3605,Afghanistan,Bangladesh,105 runs,Canberra,"Feb 18, 2015",Bangladesh
3439,ODI # 3606,U.A.E.,Zimbabwe,4 wickets,Nelson,"Feb 19, 2015",Zimbabwe
3440,ODI # 3607,New Zealand,England,8 wickets,Wellington,"Feb 20, 2015",New Zealand
3441,ODI # 3608,Pakistan,West Indies,150 runs,Christchurch,"Feb 21, 2015",West Indies
3442,ODI # 3609,Afghanistan,Sri Lanka,4 wickets,Dunedin,"Feb 22, 2015",Sri Lanka
3443,ODI # 3610,India,South Africa,130 runs,Melbourne,"Feb 22, 2015",India
3444,ODI # 3611,England,Scotland,119 runs,Christchurch,"Feb 23, 2015",England
3445,ODI # 3612,West Indies,Zimbabwe,73 runs,Canberra,"Feb 24, 2015",West Indies
3446,ODI # 3613,Ireland,U.A.E.,2 wickets,Brisbane,"Feb 25, 2015",Ireland
3447,ODI # 3614,Afghanistan,Scotland,1 wicket,Dunedin,"Feb 26, 2015",Afghanistan
3448,ODI # 3615,Bangladesh,Sri Lanka,92 runs,Melbourne,"Feb 26, 2015",Sri Lanka
3449,ODI # 3616,South Africa,West Indies,257 runs,Sydney,"Feb 27, 2015",South Africa
3450,ODI # 3617,New Zealand,Australia,1 wicket,Auckland,"Feb 28, 2015",New Zealand
3451,ODI # 3618,India,U.A.E.,9 wickets,Perth,"Feb 28, 2015",India
3452,ODI # 3619,England,Sri Lanka,9 wickets,Wellington,"Mar 1, 2015",Sri Lanka
3453,ODI # 3620,Pakistan,Zimbabwe,20 runs,Brisbane,"Mar 1, 2015",Pakistan
3454,ODI # 3621,Ireland,South Africa,201 runs,Canberra,"Mar 3, 2015",South Africa
3455,ODI # 3622,Pakistan,U.A.E.,129 runs,Napier,"Mar 4, 2015",Pakistan
3456,ODI # 3623,Australia,Afghanistan,275 runs,Perth,"Mar 4, 2015",Australia
3457,ODI # 3624,Bangladesh,Scotland,6 wickets,Nelson,"Mar 5, 2015",Bangladesh
3458,ODI # 3625,India,West Indies,4 wickets,Perth,"Mar 6, 2015",India
3459,ODI # 3626,Pakistan,South Africa,29 runs,Auckland,"Mar 7, 2015",Pakistan
3460,ODI # 3627,Ireland,Zimbabwe,5 runs,Hobart,"Mar 7, 2015",Ireland
3461,ODI # 3628,New Zealand,Afghanistan,6 wickets,Napier,"Mar 8, 2015",New Zealand
3462,ODI # 3629,Australia,Sri Lanka,64 runs,Sydney,"Mar 8, 2015",Australia
3463,ODI # 3630,Bangladesh,England,15 runs,Adelaide,"Mar 9, 2015",Bangladesh
3464,ODI # 3631,India,Ireland,8 wickets,Hamilton,"Mar 10, 2015",India
3465,ODI # 3632,Scotland,Sri Lanka,148 runs,Hobart,"Mar 11, 2015",Sri Lanka
3466,ODI # 3633,South Africa,U.A.E.,146 runs,Wellington,"Mar 12, 2015",South Africa
3467,ODI # 3634,New Zealand,Bangladesh,3 wickets,Hamilton,"Mar 13, 2015",New Zealand
3468,ODI # 3635,Afghanistan,England,9 wickets,Sydney,"Mar 13, 2015",England
3469,ODI # 3636,India,Zimbabwe,6 wickets,Auckland,"Mar 14, 2015",India
3470,ODI # 3637,Australia,Scotland,7 wickets,Hobart,"Mar 14, 2015",Australia
3471,ODI # 3638,U.A.E.,West Indies,6 wickets,Napier,"Mar 15, 2015",West Indies
3472,ODI # 3639,Ireland,Pakistan,7 wickets,Adelaide,"Mar 15, 2015",Pakistan
3473,ODI # 3640,South Africa,Sri Lanka,9 wickets,Sydney,"Mar 18, 2015",South Africa
3474,ODI # 3641,Bangladesh,India,109 runs,Melbourne,"Mar 19, 2015",India
3475,ODI # 3642,Australia,Pakistan,6 wickets,Adelaide,"Mar 20, 2015",Australia
3476,ODI # 3643,New Zealand,West Indies,143 runs,Wellington,"Mar 21, 2015",New Zealand
3477,ODI # 3644,New Zealand,South Africa,4 wickets,Auckland,"Mar 24, 2015",New Zealand
3478,ODI # 3645,Australia,India,95 runs,Sydney,"Mar 26, 2015",Australia
3479,ODI # 3646,Australia,New Zealand,7 wickets,Melbourne,"Mar 29, 2015",Australia
3480,ODI # 3647,Bangladesh,Pakistan,79 runs,Dhaka,"Apr 17, 2015",Bangladesh
3481,ODI # 3648,Bangladesh,Pakistan,7 wickets,Dhaka,"Apr 19, 2015",Bangladesh
3482,ODI # 3649,Bangladesh,Pakistan,8 wickets,Dhaka,"Apr 22, 2015",Bangladesh
3483,ODI # 3651,Pakistan,Zimbabwe,41 runs,Lahore,"May 26, 2015",Pakistan
3484,ODI # 3652,Pakistan,Zimbabwe,6 wickets,Lahore,"May 29, 2015",Pakistan
3485,ODI # 3654,England,New Zealand,210 runs,Birmingham,"Jun 9, 2015",England
3486,ODI # 3655,England,New Zealand,13 runs,The Oval,"Jun 12, 2015",New Zealand
3487,ODI # 3656,England,New Zealand,3 wickets,Southampton,"Jun 14, 2015",New Zealand
3488,ODI # 3657,England,New Zealand,7 wickets,Nottingham,"Jun 17, 2015",England
3489,ODI # 3658,Bangladesh,India,79 runs,Dhaka,"Jun 18, 2015",Bangladesh
3490,ODI # 3659,England,New Zealand,3 wickets,Chester,"Jun 20, 2015",England
3491,ODI # 3660,Bangladesh,India,6 wickets,Dhaka,"Jun 21, 2015",Bangladesh
3492,ODI # 3661,Bangladesh,India,77 runs,Dhaka,"Jun 24, 2015",India
3493,ODI # 3662,Zimbabwe,India,4 runs,Harare,"Jul 10, 2015",India
3494,ODI # 3663,Bangladesh,South Africa,8 wickets,Dhaka,"Jul 10, 2015",South Africa
3495,ODI # 3664,Sri Lanka,Pakistan,6 wickets,Dambulla,"Jul 11, 2015",Pakistan
3496,ODI # 3665,Zimbabwe,India,62 runs,Harare,"Jul 12, 2015",India
3497,ODI # 3666,Bangladesh,South Africa,7 wickets,Dhaka,"Jul 12, 2015",Bangladesh
3498,ODI # 3667,Zimbabwe,India,83 runs,Harare,"Jul 14, 2015",India
3499,ODI # 3668,Bangladesh,South Africa,9 wickets,Chittagong,"Jul 15, 2015",Bangladesh
3500,ODI # 3669,Sri Lanka,Pakistan,2 wickets,Pallekele,"Jul 15, 2015",Sri Lanka
3501,ODI # 3670,Sri Lanka,Pakistan,135 runs,Colombo,"Jul 19, 2015",Pakistan
3502,ODI # 3671,Sri Lanka,Pakistan,7 wickets,Colombo,"Jul 22, 2015",Pakistan
3503,ODI # 3672,Sri Lanka,Pakistan,165 runs,Hambantota,"Jul 26, 2015",Sri Lanka
3504,ODI # 3673,Zimbabwe,New Zealand,7 wickets,Harare,"Aug 2, 2015",Zimbabwe
3505,ODI # 3674,Zimbabwe,New Zealand,10 wickets,Harare,"Aug 4, 2015",New Zealand
3506,ODI # 3675,Zimbabwe,New Zealand,38 runs,Harare,"Aug 7, 2015",New Zealand
3507,ODI # 3676,South Africa,New Zealand,20 runs,Centurion,"Aug 19, 2015",South Africa
3508,ODI # 3677,South Africa,New Zealand,8 wickets,Potchefstroom,"Aug 23, 2015",New Zealand
3509,ODI # 3678,South Africa,New Zealand,62 runs,Durban,"Aug 26, 2015",South Africa
3510,ODI # 3679,Ireland,Australia,23 runs,Belfast,"Aug 27, 2015",Australia
3511,ODI # 3680,England,Australia,59 runs,Southampton,"Sep 3, 2015",Australia
3512,ODI # 3681,England,Australia,64 runs,Lord's,"Sep 5, 2015",Australia
3513,ODI # 3682,England,Australia,93 runs,Manchester,"Sep 8, 2015",England
3514,ODI # 3683,England,Australia,3 wickets,Leeds,"Sep 11, 2015",England
3515,ODI # 3684,England,Australia,8 wickets,Manchester,"Sep 13, 2015",Australia
3516,ODI # 3685,Zimbabwe,Pakistan,131 runs,Harare,"Oct 1, 2015",Pakistan
3517,ODI # 3686,Zimbabwe,Pakistan,5 runs,Harare,"Oct 3, 2015",Zimbabwe
3518,ODI # 3687,Zimbabwe,Pakistan,7 wickets,Harare,"Oct 5, 2015",Pakistan
3519,ODI # 3688,Zimbabwe,Ireland,2 wickets,Harare,"Oct 9, 2015",Zimbabwe
3520,ODI # 3689,India,South Africa,5 runs,Kanpur,"Oct 11, 2015",South Africa
3521,ODI # 3690,Zimbabwe,Ireland,5 wickets,Harare,"Oct 11, 2015",Zimbabwe
3522,ODI # 3691,Zimbabwe,Ireland,2 wickets,Harare,"Oct 13, 2015",Ireland
3523,ODI # 3692,India,South Africa,22 runs,Indore,"Oct 14, 2015",India
3524,ODI # 3693,Zimbabwe,Afghanistan,8 wickets,Bulawayo,"Oct 16, 2015",Zimbabwe
3525,ODI # 3694,Zimbabwe,Afghanistan,58 runs,Bulawayo,"Oct 18, 2015",Afghanistan
3526,ODI # 3695,India,South Africa,18 runs,Rajkot,"Oct 18, 2015",South Africa
3527,ODI # 3696,Zimbabwe,Afghanistan,6 wickets,Bulawayo,"Oct 20, 2015",Zimbabwe
3528,ODI # 3697,Zimbabwe,Afghanistan,3 wickets,Bulawayo,"Oct 22, 2015",Afghanistan
3529,ODI # 3698,India,South Africa,35 runs,Chennai,"Oct 22, 2015",India
3530,ODI # 3699,Zimbabwe,Afghanistan,73 runs,Bulawayo,"Oct 24, 2015",Afghanistan
3531,ODI # 3700,India,South Africa,214 runs,Mumbai,"Oct 25, 2015",South Africa
3532,ODI # 3701,Sri Lanka,West Indies,1 wicket,Colombo,"Nov 1, 2015",Sri Lanka
3533,ODI # 3702,Sri Lanka,West Indies,8 wickets,Colombo,"Nov 4, 2015",Sri Lanka
3534,ODI # 3703,Bangladesh,Zimbabwe,145 runs,Dhaka,"Nov 7, 2015",Bangladesh
3535,ODI # 3704,Sri Lanka,West Indies,19 runs,Pallekele,"Nov 7, 2015",Sri Lanka
3536,ODI # 3705,Bangladesh,Zimbabwe,58 runs,Dhaka,"Nov 9, 2015",Bangladesh
3537,ODI # 3706,Bangladesh,Zimbabwe,61 runs,Dhaka,"Nov 11, 2015",Bangladesh
3538,ODI # 3707,England,Pakistan,6 wickets,Abu Dhabi,"Nov 11, 2015",Pakistan
3539,ODI # 3708,England,Pakistan,95 runs,Abu Dhabi,"Nov 13, 2015",England
3540,ODI # 3709,U.A.E.,Hong Kong,89 runs,ICCA Dubai,"Nov 16, 2015",Hong Kong
3541,ODI # 3710,England,Pakistan,6 wickets,Sharjah,"Nov 17, 2015",England
3542,ODI # 3711,U.A.E.,Hong Kong,136 runs,ICCA Dubai,"Nov 18, 2015",Hong Kong
3543,ODI # 3712,England,Pakistan,84 runs,Dubai,"Nov 20, 2015",England
3544,ODI # 3713,Afghanistan,Zimbabwe,49 runs,Sharjah,"Dec 25, 2015",Afghanistan
3545,ODI # 3714,New Zealand,Sri Lanka,7 wickets,Christchurch,"Dec 26, 2015",New Zealand
3546,ODI # 3715,New Zealand,Sri Lanka,10 wickets,Christchurch,"Dec 28, 2015",New Zealand
3547,ODI # 3716,Afghanistan,Zimbabwe,4 wickets,Sharjah,"Dec 29, 2015",Afghanistan
3548,ODI # 3717,New Zealand,Sri Lanka,8 wickets,Nelson,"Dec 31, 2015",Sri Lanka
3549,ODI # 3719,Afghanistan,Zimbabwe,117 runs,Sharjah,"Jan 2, 2016",Zimbabwe
3550,ODI # 3720,Afghanistan,Zimbabwe,65 runs,Sharjah,"Jan 4, 2016",Zimbabwe
3551,ODI # 3721,New Zealand,Sri Lanka,36 runs,Mount Maunganui,"Jan 5, 2016",New Zealand
3552,ODI # 3722,Afghanistan,Zimbabwe,2 wickets,Sharjah,"Jan 6, 2016",Afghanistan
3553,ODI # 3723,Australia,India,5 wickets,Perth,"Jan 12, 2016",Australia
3554,ODI # 3724,Australia,India,7 wickets,Brisbane,"Jan 15, 2016",Australia
3555,ODI # 3725,Australia,India,3 wickets,Melbourne,"Jan 17, 2016",Australia
3556,ODI # 3726,Australia,India,25 runs,Canberra,"Jan 20, 2016",Australia
3557,ODI # 3727,Australia,India,6 wickets,Sydney,"Jan 23, 2016",India
3558,ODI # 3728,New Zealand,Pakistan,70 runs,Wellington,"Jan 25, 2016",New Zealand
3559,ODI # 3729,Hong Kong,Scotland,109 runs,Mong Kok,"Jan 26, 2016",Hong Kong
3560,ODI # 3730,New Zealand,Pakistan,3 wickets,Auckland,"Jan 31, 2016",New Zealand
3561,ODI # 3731,New Zealand,Australia,159 runs,Auckland,"Feb 3, 2016",New Zealand
3562,ODI # 3732,South Africa,England,39 runs,Bloemfontein,"Feb 3, 2016",England
3563,ODI # 3733,New Zealand,Australia,4 wickets,Wellington,"Feb 6, 2016",Australia
3564,ODI # 3734,South Africa,England,5 wickets,Port Elizabeth,"Feb 6, 2016",England
3565,ODI # 3735,New Zealand,Australia,55 runs,Hamilton,"Feb 8, 2016",New Zealand
3566,ODI # 3736,South Africa,England,7 wickets,Centurion,"Feb 9, 2016",South Africa
3567,ODI # 3737,South Africa,England,1 wicket,Johannesburg,"Feb 12, 2016",South Africa
3568,ODI # 3738,South Africa,England,5 wickets,Cape Town,"Feb 14, 2016",South Africa
3569,ODI # 3739,West Indies,South Africa,4 wickets,Providence,"Jun 3, 2016",West Indies
3570,ODI # 3740,West Indies,Australia,6 wickets,Providence,"Jun 5, 2016",Australia
3571,ODI # 3741,Australia,South Africa,47 runs,Providence,"Jun 7, 2016",South Africa
3572,ODI # 3742,Zimbabwe,India,9 wickets,Harare,"Jun 11, 2016",India
3573,ODI # 3743,Australia,South Africa,36 runs,Basseterre,"Jun 11, 2016",Australia
3574,ODI # 3744,Zimbabwe,India,8 wickets,Harare,"Jun 13, 2016",India
3575,ODI # 3745,West Indies,Australia,4 wickets,Basseterre,"Jun 13, 2016",West Indies
3576,ODI # 3746,Zimbabwe,India,10 wickets,Harare,"Jun 15, 2016",India
3577,ODI # 3747,West Indies,South Africa,139 runs,Basseterre,"Jun 15, 2016",South Africa
3578,ODI # 3748,Ireland,Sri Lanka,76 runs,Dublin,"Jun 16, 2016",Sri Lanka
3579,ODI # 3749,Ireland,Sri Lanka,136 runs,Dublin,"Jun 18, 2016",Sri Lanka
3580,ODI # 3752,West Indies,Australia,6 wickets,Bridgetown,"Jun 21, 2016",Australia
3581,ODI # 3753,England,Sri Lanka,10 wickets,Birmingham,"Jun 24, 2016",England
3582,ODI # 3754,West Indies,South Africa,100 runs,Bridgetown,"Jun 24, 2016",West Indies
3583,ODI # 3756,West Indies,Australia,58 runs,Bridgetown,"Jun 26, 2016",Australia
3584,ODI # 3757,England,Sri Lanka,6 wickets,The Oval,"Jun 29, 2016",England
3585,ODI # 3758,England,Sri Lanka,122 runs,Cardiff,"Jul 2, 2016",England
3586,ODI # 3760,Scotland,Afghanistan,78 runs,Edinburgh,"Jul 6, 2016",Afghanistan
3587,ODI # 3761,Ireland,Afghanistan,39 runs,Belfast,"Jul 12, 2016",Afghanistan
3588,ODI # 3762,Ireland,Afghanistan,6 wickets,Belfast,"Jul 14, 2016",Ireland
3589,ODI # 3763,Ireland,Afghanistan,79 runs,Belfast,"Jul 17, 2016",Afghanistan
3590,ODI # 3764,Ireland,Afghanistan,12 runs,Belfast,"Jul 19, 2016",Ireland
3591,ODI # 3765,Scotland,U.A.E.,98 runs,Edinburgh,"Aug 14, 2016",Scotland
3592,ODI # 3766,Scotland,U.A.E.,7 wickets,Edinburgh,"Aug 16, 2016",Scotland
3593,ODI # 3767,Ireland,Pakistan,255 runs,Dublin,"Aug 18, 2016",Pakistan
3594,ODI # 3768,Sri Lanka,Australia,3 wickets,Colombo,"Aug 21, 2016",Australia
3595,ODI # 3769,Sri Lanka,Australia,82 runs,Colombo,"Aug 24, 2016",Sri Lanka
3596,ODI # 3770,England,Pakistan,44 runs,Southampton,"Aug 24, 2016",England
3597,ODI # 3771,England,Pakistan,4 wickets,Lord's,"Aug 27, 2016",England
3598,ODI # 3772,Sri Lanka,Australia,2 wickets,Dambulla,"Aug 28, 2016",Australia
3599,ODI # 3773,England,Pakistan,169 runs,Nottingham,"Aug 30, 2016",England
3600,ODI # 3774,Sri Lanka,Australia,6 wickets,Dambulla,"Aug 31, 2016",Australia
3601,ODI # 3775,England,Pakistan,4 wickets,Leeds,"Sep 1, 2016",England
3602,ODI # 3776,Sri Lanka,Australia,5 wickets,Pallekele,"Sep 4, 2016",Australia
3603,ODI # 3777,England,Pakistan,4 wickets,Cardiff,"Sep 4, 2016",Pakistan
3604,ODI # 3779,Scotland,Hong Kong,53 runs,Edinburgh,"Sep 10, 2016",Scotland
3605,ODI # 3780,South Africa,Ireland,206 runs,Benoni,"Sep 25, 2016",South Africa
3606,ODI # 3781,Bangladesh,Afghanistan,7 runs,Dhaka,"Sep 25, 2016",Bangladesh
3607,ODI # 3782,Australia,Ireland,9 wickets,Benoni,"Sep 27, 2016",Australia
3608,ODI # 3783,Bangladesh,Afghanistan,2 wickets,Dhaka,"Sep 28, 2016",Afghanistan
3609,ODI # 3784,Pakistan,West Indies,111 runs,Sharjah,"Sep 30, 2016",Pakistan
3610,ODI # 3785,South Africa,Australia,6 wickets,Centurion,"Sep 30, 2016",South Africa
3611,ODI # 3786,Bangladesh,Afghanistan,141 runs,Dhaka,"Oct 1, 2016",Bangladesh
3612,ODI # 3787,South Africa,Australia,142 runs,Johannesburg,"Oct 2, 2016",South Africa
3613,ODI # 3788,Pakistan,West Indies,59 runs,Sharjah,"Oct 2, 2016",Pakistan
3614,ODI # 3789,Pakistan,West Indies,136 runs,Abu Dhabi,"Oct 5, 2016",Pakistan
3615,ODI # 3790,South Africa,Australia,4 wickets,Durban,"Oct 5, 2016",South Africa
3616,ODI # 3791,Bangladesh,England,21 runs,Dhaka,"Oct 7, 2016",England
3617,ODI # 3792,South Africa,Australia,6 wickets,Port Elizabeth,"Oct 9, 2016",South Africa
3618,ODI # 3793,Bangladesh,England,34 runs,Dhaka,"Oct 9, 2016",Bangladesh
3619,ODI # 3794,Bangladesh,England,4 wickets,Chittagong,"Oct 12, 2016",England
3620,ODI # 3795,South Africa,Australia,31 runs,Cape Town,"Oct 12, 2016",South Africa
3621,ODI # 3796,India,New Zealand,6 wickets,Dharamsala,"Oct 16, 2016",India
3622,ODI # 3797,India,New Zealand,6 runs,Delhi,"Oct 20, 2016",New Zealand
3623,ODI # 3798,India,New Zealand,7 wickets,Mohali,"Oct 23, 2016",India
3624,ODI # 3799,India,New Zealand,19 runs,Ranchi,"Oct 26, 2016",New Zealand
3625,ODI # 3800,India,New Zealand,190 runs,Visakhapatnam,"Oct 29, 2016",India
3626,ODI # 3801,Hong Kong,P.N.G.,106 runs,Mong Kok,"Nov 4, 2016",Hong Kong
3627,ODI # 3802,Hong Kong,P.N.G.,14 runs,Mong Kok,"Nov 6, 2016",P.N.G.
3628,ODI # 3803,Hong Kong,P.N.G.,7 wickets,Mong Kok,"Nov 8, 2016",Hong Kong
3629,ODI # 3804,Zimbabwe,Sri Lanka,8 wickets,Harare,"Nov 14, 2016",Sri Lanka
3630,ODI # 3805,Sri Lanka,West Indies,62 runs,Harare,"Nov 16, 2016",West Indies
3631,ODI # 3808,Sri Lanka,West Indies,1 run,Bulawayo,"Nov 23, 2016",Sri Lanka
3632,ODI # 3809,Zimbabwe,West Indies,5 runs,Bulawayo,"Nov 25, 2016",Zimbabwe
3633,ODI # 3810,Zimbabwe,Sri Lanka,6 wickets,Bulawayo,"Nov 27, 2016",Sri Lanka
3634,ODI # 3811,Australia,New Zealand,68 runs,Sydney,"Dec 4, 2016",Australia
3635,ODI # 3812,Australia,New Zealand,116 runs,Canberra,"Dec 6, 2016",Australia
3636,ODI # 3813,Australia,New Zealand,117 runs,Melbourne,"Dec 9, 2016",Australia
3637,ODI # 3814,New Zealand,Bangladesh,77 runs,Christchurch,"Dec 26, 2016",New Zealand
3638,ODI # 3815,New Zealand,Bangladesh,67 runs,Nelson,"Dec 29, 2016",New Zealand
3639,ODI # 3816,New Zealand,Bangladesh,8 wickets,Nelson,"Dec 31, 2016",New Zealand
3640,ODI # 3817,Australia,Pakistan,92 runs,Brisbane,"Jan 13, 2017",Australia
3641,ODI # 3818,Australia,Pakistan,6 wickets,Melbourne,"Jan 15, 2017",Pakistan
3642,ODI # 3819,India,England,3 wickets,Pune,"Jan 15, 2017",India
3643,ODI # 3820,Australia,Pakistan,7 wickets,Perth,"Jan 19, 2017",Australia
3644,ODI # 3821,India,England,15 runs,Cuttack,"Jan 19, 2017",India
3645,ODI # 3822,Australia,Pakistan,86 runs,Sydney,"Jan 22, 2017",Australia
3646,ODI # 3823,Hong Kong,Scotland,7 wickets,Abu Dhabi,"Jan 22, 2017",Hong Kong
3647,ODI # 3824,India,England,5 runs,Kolkata,"Jan 22, 2017",England
3648,ODI # 3825,U.A.E.,Scotland,4 wickets,Dubai,"Jan 24, 2017",U.A.E.
