Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 3585,New Zealand,Sri Lanka,4 wickets,Nelson,"Jan 20, 2015",New Zealand
ODI # 3586,England,India,9 wickets,Brisbane,"Jan 20, 2015",England
ODI # 3587,South Africa,West Indies,9 wickets,East London,"Jan 21, 2015",South Africa
ODI # 3588,New Zealand,Sri Lanka,108 runs,Dunedin,"Jan 23, 2015",New Zealand
ODI # 3589,Australia,England,3 wickets,Hobart,"Jan 23, 2015",Australia
ODI # 3590,New Zealand,Sri Lanka,120 runs,Dunedin,"Jan 25, 2015",New Zealand
ODI # 3591,South Africa,West Indies,1 wicket,Port Elizabeth,"Jan 25, 2015",West Indies
ODI # 3593,South Africa,West Indies,131 runs,Centurion,"Jan 28, 2015",South Africa
ODI # 3594,New Zealand,Sri Lanka,34 runs,Wellington,"Jan 29, 2015",Sri Lanka
ODI # 3595,England,India,3 wickets,Perth,"Jan 30, 2015",England
ODI # 3596,New Zealand,Pakistan,7 wickets,Wellington,"Jan 31, 2015",New Zealand
ODI # 3597,Australia,England,112 runs,Perth,"Feb 1, 2015",Australia
ODI # 3598,New Zealand,Pakistan,119 runs,Napier,"Feb 3, 2015",New Zealand
ODI # 3599,New Zealand,Sri Lanka,98 runs,Christchurch,"Feb 14, 2015",New Zealand
ODI # 3600,Australia,England,111 runs,Melbourne,"Feb 14, 2015",Australia
ODI # 3601,South Africa,Zimbabwe,62 runs,Hamilton,"Feb 15, 2015",South Africa
ODI # 3602,India,Pakistan,76 runs,Adelaide,"Feb 15, 2015",India
ODI # 3603,Ireland,West Indies,4 wickets,Nelson,"Feb 16, 2015",Ireland
ODI # 3604,New Zealand,Scotland,3 wickets,Dunedin,"Feb 17, 2015",New Zealand
ODI # 3605,Afghanistan,Bangladesh,105 runs,Canberra,"Feb 18, 2015",Bangladesh
ODI # 3606,U.A.E.,Zimbabwe,4 wickets,Nelson,"Feb 19, 2015",Zimbabwe
ODI # 3607,New Zealand,England,8 wickets,Wellington,"Feb 20, 2015",New Zealand
ODI # 3608,Pakistan,West Indies,150 runs,Christchurch,"Feb 21, 2015",West Indies
ODI # 3609,Afghanistan,Sri Lanka,4 wickets,Dunedin,"Feb 22, 2015",Sri Lanka
ODI # 3610,India,South Africa,130 runs,Melbourne,"Feb 22, 2015",India
ODI # 3611,England,Scotland,119 runs,Christchurch,"Feb 23, 2015",England
ODI # 3612,West Indies,Zimbabwe,73 runs,Canberra,"Feb 24, 2015",West Indies
ODI # 3613,Ireland,U.A.E.,2 wickets,Brisbane,"Feb 25, 2015",Ireland
ODI # 3614,Afghanistan,Scotland,1 wicket,Dunedin,"Feb 26, 2015",Afghanistan
ODI # 3615,Bangladesh,Sri Lanka,92 runs,Melbourne,"Feb 26, 2015",Sri Lanka
ODI # 3616,South Africa,West Indies,257 runs,Sydney,"Feb 27, 2015",South Africa
ODI # 3617,New Zealand,Australia,1 wicket,Auckland,"Feb 28, 2015",New Zealand
ODI # 3618,India,U.A.E.,9 wickets,Perth,"Feb 28, 2015",India
ODI # 3619,England,Sri Lanka,9 wickets,Wellington,"Mar 1, 2015",Sri Lanka
ODI # 3620,Pakistan,Zimbabwe,20 runs,Brisbane,"Mar 1, 2015",Pakistan
ODI # 3621,Ireland,South Africa,201 runs,Canberra,"Mar 3, 2015",South Africa
ODI # 3622,Pakistan,U.A.E.,129 runs,Napier,"Mar 4, 2015",Pakistan
ODI # 3623,Australia,Afghanistan,275 runs,Perth,"Mar 4, 2015",Australia
ODI # 3624,Bangladesh,Scotland,6 wickets,Nelson,"Mar 5, 2015",Bangladesh
ODI # 3625,India,West Indies,4 wickets,Perth,"Mar 6, 2015",India
ODI # 3626,Pakistan,South Africa,29 runs,Auckland,"Mar 7, 2015",Pakistan
ODI # 3627,Ireland,Zimbabwe,5 runs,Hobart,"Mar 7, 2015",Ireland
ODI # 3628,New Zealand,Afghanistan,6 wickets,Napier,"Mar 8, 2015",New Zealand
ODI # 3629,Australia,Sri Lanka,64 runs,Sydney,"Mar 8, 2015",Australia
ODI # 3630,Bangladesh,England,15 runs,Adelaide,"Mar 9, 2015",Bangladesh
ODI # 3631,India,Ireland,8 wickets,Hamilton,"Mar 10, 2015",India
ODI # 3632,Scotland,Sri Lanka,148 runs,Hobart,"Mar 11, 2015",Sri Lanka
ODI # 3633,South Africa,U.A.E.,146 runs,Wellington,"Mar 12, 2015",South Africa
ODI # 3634,New Zealand,Bangladesh,3 wickets,Hamilton,"Mar 13, 2015",New Zealand
ODI # 3635,Afghanistan,England,9 wickets,Sydney,"Mar 13, 2015",England
ODI # 3636,India,Zimbabwe,6 wickets,Auckland,"Mar 14, 2015",India
ODI # 3637,Australia,Scotland,7 wickets,Hobart,"Mar 14, 2015",Australia
ODI # 3638,U.A.E.,West Indies,6 wickets,Napier,"Mar 15, 2015",West Indies
ODI # 3639,Ireland,Pakistan,7 wickets,Adelaide,"Mar 15, 2015",Pakistan
ODI # 3640,South Africa,Sri Lanka,9 wickets,Sydney,"Mar 18, 2015",South Africa
ODI # 3641,Bangladesh,India,109 runs,Melbourne,"Mar 19, 2015",India
ODI # 3642,Australia,Pakistan,6 wickets,Adelaide,"Mar 20, 2015",Australia
ODI # 3643,New Zealand,West Indies,143 runs,Wellington,"Mar 21, 2015",New Zealand
ODI # 3644,New Zealand,South Africa,4 wickets,Auckland,"Mar 24, 2015",New Zealand
ODI # 3645,Australia,India,95 runs,Sydney,"Mar 26, 2015",Australia
ODI # 3646,Australia,New Zealand,7 wickets,Melbourne,"Mar 29, 2015",Australia
ODI # 3647,Bangladesh,Pakistan,79 runs,Dhaka,"Apr 17, 2015",Bangladesh
ODI # 3648,Bangladesh,Pakistan,7 wickets,Dhaka,"Apr 19, 2015",Bangladesh
ODI # 3649,Bangladesh,Pakistan,8 wickets,Dhaka,"Apr 22, 2015",Bangladesh
ODI # 3651,Pakistan,Zimbabwe,41 runs,Lahore,"May 26, 2015",Pakistan
ODI # 3652,Pakistan,Zimbabwe,6 wickets,Lahore,"May 29, 2015",Pakistan
ODI # 3654,England,New Zealand,210 runs,Birmingham,"Jun 9, 2015",England
ODI # 3655,England,New Zealand,13 runs,The Oval,"Jun 12, 2015",New Zealand
ODI # 3656,England,New Zealand,3 wickets,Southampton,"Jun 14, 2015",New Zealand
ODI # 3657,England,New Zealand,7 wickets,Nottingham,"Jun 17, 2015",England
ODI # 3658,Bangladesh,India,79 runs,Dhaka,"Jun 18, 2015",Bangladesh
ODI # 3659,England,New Zealand,3 wickets,Chester-le-Street,"Jun 20, 2015",England
ODI # 3660,Bangladesh,India,6 wickets,Dhaka,"Jun 21, 2015",Bangladesh
ODI # 3661,Bangladesh,India,77 runs,Dhaka,"Jun 24, 2015",India
ODI # 3662,Zimbabwe,India,4 runs,Harare,"Jul 10, 2015",India
ODI # 3663,Bangladesh,South Africa,8 wickets,Dhaka,"Jul 10, 2015",South Africa
ODI # 3664,Sri Lanka,Pakistan,6 wickets,Dambulla,"Jul 11, 2015",Pakistan
ODI # 3665,Zimbabwe,India,62 runs,Harare,"Jul 12, 2015",India
ODI # 3666,Bangladesh,South Africa,7 wickets,Dhaka,"Jul 12, 2015",Bangladesh
ODI # 3667,Zimbabwe,India,83 runs,Harare,"Jul 14, 2015",India
ODI # 3668,Bangladesh,South Africa,9 wickets,Chittagong,"Jul 15, 2015",Bangladesh
ODI # 3669,Sri Lanka,Pakistan,2 wickets,Pallekele,"Jul 15, 2015",Sri Lanka
ODI # 3670,Sri Lanka,Pakistan,135 runs,Colombo (RPS),"Jul 19, 2015",Pakistan
ODI # 3671,Sri Lanka,Pakistan,7 wickets,Colombo (RPS),"Jul 22, 2015",Pakistan
ODI # 3672,Sri Lanka,Pakistan,165 runs,Hambantota,"Jul 26, 2015",Sri Lanka
ODI # 3673,Zimbabwe,New Zealand,7 wickets,Harare,"Aug 2, 2015",Zimbabwe
ODI # 3674,Zimbabwe,New Zealand,10 wickets,Harare,"Aug 4, 2015",New Zealand
ODI # 3675,Zimbabwe,New Zealand,38 runs,Harare,"Aug 7, 2015",New Zealand
ODI # 3676,South Africa,New Zealand,20 runs,Centurion,"Aug 19, 2015",South Africa
ODI # 3677,South Africa,New Zealand,8 wickets,Potchefstroom,"Aug 23, 2015",New Zealand
ODI # 3678,South Africa,New Zealand,62 runs,Durban,"Aug 26, 2015",South Africa
ODI # 3679,Ireland,Australia,23 runs,Belfast,"Aug 27, 2015",Australia
ODI # 3680,England,Australia,59 runs,Southampton,"Sep 3, 2015",Australia
ODI # 3681,England,Australia,64 runs,Lord's,"Sep 5, 2015",Australia
ODI # 3682,England,Australia,93 runs,Manchester,"Sep 8, 2015",England
ODI # 3683,England,Australia,3 wickets,Leeds,"Sep 11, 2015",England
ODI # 3684,England,Australia,8 wickets,Manchester,"Sep 13, 2015",Australia
ODI # 3685,Zimbabwe,Pakistan,131 runs,Harare,"Oct 1, 2015",Pakistan
ODI # 3686,Zimbabwe,Pakistan,5 runs,Harare,"Oct 3, 2015",Zimbabwe
ODI # 3687,Zimbabwe,Pakistan,7 wickets,Harare,"Oct 5, 2015",Pakistan
ODI # 3688,Zimbabwe,Ireland,2 wickets,Harare,"Oct 9, 2015",Zimbabwe
ODI # 3689,India,South Africa,5 runs,Kanpur,"Oct 11, 2015",South Africa
ODI # 3690,Zimbabwe,Ireland,5 wickets,Harare,"Oct 11, 2015",Zimbabwe
ODI # 3691,Zimbabwe,Ireland,2 wickets,Harare,"Oct 13, 2015",Ireland
ODI # 3692,India,South Africa,22 runs,Indore,"Oct 14, 2015",India
ODI # 3693,Zimbabwe,Afghanistan,8 wickets,Bulawayo,"Oct 16, 2015",Zimbabwe
ODI # 3694,Zimbabwe,Afghanistan,58 runs,Bulawayo,"Oct 18, 2015",Afghanistan
ODI # 3695,India,South Africa,18 runs,Rajkot,"Oct 18, 2015",South Africa
ODI # 3696,Zimbabwe,Afghanistan,6 wickets,Bulawayo,"Oct 20, 2015",Zimbabwe
ODI # 3697,Zimbabwe,Afghanistan,3 wickets,Bulawayo,"Oct 22, 2015",Afghanistan
ODI # 3698,India,South Africa,35 runs,Chennai,"Oct 22, 2015",India
ODI # 3699,Zimbabwe,Afghanistan,73 runs,Bulawayo,"Oct 24, 2015",Afghanistan
ODI # 3700,India,South Africa,214 runs,Mumbai,"Oct 25, 2015",South Africa
ODI # 3701,Sri Lanka,West Indies,1 wicket,Colombo (RPS),"Nov 1, 2015",Sri Lanka
ODI # 3702,Sri Lanka,West Indies,8 wickets,Colombo (RPS),"Nov 4, 2015",Sri Lanka
ODI # 3703,Bangladesh,Zimbabwe,145 runs,Dhaka,"Nov 7, 2015",Bangladesh
ODI # 3704,Sri Lanka,West Indies,19 runs,Pallekele,"Nov 7, 2015",Sri Lanka
ODI # 3705,Bangladesh,Zimbabwe,58 runs,Dhaka,"Nov 9, 2015",Bangladesh
ODI # 3706,Bangladesh,Zimbabwe,61 runs,Dhaka,"Nov 11, 2015",Bangladesh
ODI # 3707,England,Pakistan,6 wickets,Abu Dhabi,"Nov 11, 2015",Pakistan
ODI # 3708,England,Pakistan,95 runs,Abu Dhabi,"Nov 13, 2015",England
ODI # 3709,U.A.E.,Hong Kong,89 runs,ICCA Dubai,"Nov 16, 2015",Hong Kong
ODI # 3710,England,Pakistan,6 wickets,Sharjah,"Nov 17, 2015",England
ODI # 3711,U.A.E.,Hong Kong,136 runs,ICCA Dubai,"Nov 18, 2015",Hong Kong
ODI # 3712,England,Pakistan,84 runs,Dubai (DSC),"Nov 20, 2015",England
ODI # 3713,Afghanistan,Zimbabwe,49 runs,Sharjah,"Dec 25, 2015",Afghanistan
ODI # 3714,New Zealand,Sri Lanka,7 wickets,Christchurch,"Dec 26, 2015",New Zealand
ODI # 3715,New Zealand,Sri Lanka,10 wickets,Christchurch,"Dec 28, 2015",New Zealand
ODI # 3716,Afghanistan,Zimbabwe,4 wickets,Sharjah,"Dec 29, 2015",Afghanistan
ODI # 3717,New Zealand,Sri Lanka,8 wickets,Nelson,"Dec 31, 2015",Sri Lanka
ODI # 3719,Afghanistan,Zimbabwe,117 runs,Sharjah,"Jan 2, 2016",Zimbabwe
ODI # 3720,Afghanistan,Zimbabwe,65 runs,Sharjah,"Jan 4, 2016",Zimbabwe
ODI # 3721,New Zealand,Sri Lanka,36 runs,Mount Maunganui,"Jan 5, 2016",New Zealand
ODI # 3722,Afghanistan,Zimbabwe,2 wickets,Sharjah,"Jan 6, 2016",Afghanistan
ODI # 3723,Australia,India,5 wickets,Perth,"Jan 12, 2016",Australia
ODI # 3724,Australia,India,7 wickets,Brisbane,"Jan 15, 2016",Australia
ODI # 3725,Australia,India,3 wickets,Melbourne,"Jan 17, 2016",Australia
ODI # 3726,Australia,India,25 runs,Canberra,"Jan 20, 2016",Australia
ODI # 3727,Australia,India,6 wickets,Sydney,"Jan 23, 2016",India
ODI # 3728,New Zealand,Pakistan,70 runs,Wellington,"Jan 25, 2016",New Zealand
ODI # 3729,Hong Kong,Scotland,109 runs,Mong Kok,"Jan 26, 2016",Hong Kong
ODI # 3730,New Zealand,Pakistan,3 wickets,Auckland,"Jan 31, 2016",New Zealand
ODI # 3731,New Zealand,Australia,159 runs,Auckland,"Feb 3, 2016",New Zealand
ODI # 3732,South Africa,England,39 runs,Bloemfontein,"Feb 3, 2016",England
ODI # 3733,New Zealand,Australia,4 wickets,Wellington,"Feb 6, 2016",Australia
ODI # 3734,South Africa,England,5 wickets,Port Elizabeth,"Feb 6, 2016",England
ODI # 3735,New Zealand,Australia,55 runs,Hamilton,"Feb 8, 2016",New Zealand
ODI # 3736,South Africa,England,7 wickets,Centurion,"Feb 9, 2016",South Africa
ODI # 3737,South Africa,England,1 wicket,Johannesburg,"Feb 12, 2016",South Africa
ODI # 3738,South Africa,England,5 wickets,Cape Town,"Feb 14, 2016",South Africa
ODI # 3739,West Indies,South Africa,4 wickets,Providence,"Jun 3, 2016",West Indies
ODI # 3740,West Indies,Australia,6 wickets,Providence,"Jun 5, 2016",Australia
ODI # 3741,Australia,South Africa,47 runs,Providence,"Jun 7, 2016",South Africa
ODI # 3742,Zimbabwe,India,9 wickets,Harare,"Jun 11, 2016",India
ODI # 3743,Australia,South Africa,36 runs,Basseterre,"Jun 11, 2016",Australia
ODI # 3744,Zimbabwe,India,8 wickets,Harare,"Jun 13, 2016",India
ODI # 3745,West Indies,Australia,4 wickets,Basseterre,"Jun 13, 2016",West Indies
ODI # 3746,Zimbabwe,India,10 wickets,Harare,"Jun 15, 2016",India
ODI # 3747,West Indies,South Africa,139 runs,Basseterre,"Jun 15, 2016",South Africa
ODI # 3748,Ireland,Sri Lanka,76 runs,Dublin (Malahide),"Jun 16, 2016",Sri Lanka
ODI # 3749,Ireland,Sri Lanka,136 runs,Dublin (Malahide),"Jun 18, 2016",Sri Lanka
ODI # 3752,West Indies,Australia,6 wickets,Bridgetown,"Jun 21, 2016",Australia
ODI # 3753,England,Sri Lanka,10 wickets,Birmingham,"Jun 24, 2016",England
ODI # 3754,West Indies,South Africa,100 runs,Bridgetown,"Jun 24, 2016",West Indies
ODI # 3756,West Indies,Australia,58 runs,Bridgetown,"Jun 26, 2016",Australia
ODI # 3757,England,Sri Lanka,6 wickets,The Oval,"Jun 29, 2016",England
ODI # 3758,England,Sri Lanka,122 runs,Cardiff,"Jul 2, 2016",England
ODI # 3760,Scotland,Afghanistan,78 runs,Edinburgh,"Jul 6, 2016",Afghanistan
ODI # 3761,Ireland,Afghanistan,39 runs,Belfast,"Jul 12, 2016",Afghanistan
ODI # 3762,Ireland,Afghanistan,6 wickets,Belfast,"Jul 14, 2016",Ireland
ODI # 3763,Ireland,Afghanistan,79 runs,Belfast,"Jul 17, 2016",Afghanistan
ODI # 3764,Ireland,Afghanistan,12 runs,Belfast,"Jul 19, 2016",Ireland
ODI # 3765,Scotland,U.A.E.,98 runs,Edinburgh,"Aug 14, 2016",Scotland
ODI # 3766,Scotland,U.A.E.,7 wickets,Edinburgh,"Aug 16, 2016",Scotland
ODI # 3767,Ireland,Pakistan,255 runs,Dublin (Malahide),"Aug 18, 2016",Pakistan
ODI # 3768,Sri Lanka,Australia,3 wickets,Colombo (RPS),"Aug 21, 2016",Australia
ODI # 3769,Sri Lanka,Australia,82 runs,Colombo (RPS),"Aug 24, 2016",Sri Lanka
ODI # 3770,England,Pakistan,44 runs,Southampton,"Aug 24, 2016",England
ODI # 3771,England,Pakistan,4 wickets,Lord's,"Aug 27, 2016",England
ODI # 3772,Sri Lanka,Australia,2 wickets,Dambulla,"Aug 28, 2016",Australia
ODI # 3773,England,Pakistan,169 runs,Nottingham,"Aug 30, 2016",England
ODI # 3774,Sri Lanka,Australia,6 wickets,Dambulla,"Aug 31, 2016",Australia
ODI # 3775,England,Pakistan,4 wickets,Leeds,"Sep 1, 2016",England
ODI # 3776,Sri Lanka,Australia,5 wickets,Pallekele,"Sep 4, 2016",Australia
ODI # 3777,England,Pakistan,4 wickets,Cardiff,"Sep 4, 2016",Pakistan
ODI # 3779,Scotland,Hong Kong,53 runs,Edinburgh,"Sep 10, 2016",Scotland
ODI # 3780,South Africa,Ireland,206 runs,Benoni,"Sep 25, 2016",South Africa
ODI # 3781,Bangladesh,Afghanistan,7 runs,Dhaka,"Sep 25, 2016",Bangladesh
ODI # 3782,Australia,Ireland,9 wickets,Benoni,"Sep 27, 2016",Australia
ODI # 3783,Bangladesh,Afghanistan,2 wickets,Dhaka,"Sep 28, 2016",Afghanistan
ODI # 3784,Pakistan,West Indies,111 runs,Sharjah,"Sep 30, 2016",Pakistan
ODI # 3785,South Africa,Australia,6 wickets,Centurion,"Sep 30, 2016",South Africa
ODI # 3786,Bangladesh,Afghanistan,141 runs,Dhaka,"Oct 1, 2016",Bangladesh
ODI # 3787,South Africa,Australia,142 runs,Johannesburg,"Oct 2, 2016",South Africa
ODI # 3788,Pakistan,West Indies,59 runs,Sharjah,"Oct 2, 2016",Pakistan
ODI # 3789,Pakistan,West Indies,136 runs,Abu Dhabi,"Oct 5, 2016",Pakistan
ODI # 3790,South Africa,Australia,4 wickets,Durban,"Oct 5, 2016",South Africa
ODI # 3791,Bangladesh,England,21 runs,Dhaka,"Oct 7, 2016",England
ODI # 3792,South Africa,Australia,6 wickets,Port Elizabeth,"Oct 9, 2016",South Africa
ODI # 3793,Bangladesh,England,34 runs,Dhaka,"Oct 9, 2016",Bangladesh
ODI # 3794,Bangladesh,England,4 wickets,Chittagong,"Oct 12, 2016",England
ODI # 3795,South Africa,Australia,31 runs,Cape Town,"Oct 12, 2016",South Africa
ODI # 3796,India,New Zealand,6 wickets,Dharamsala,"Oct 16, 2016",India
ODI # 3797,India,New Zealand,6 runs,Delhi,"Oct 20, 2016",New Zealand
ODI # 3798,India,New Zealand,7 wickets,Mohali,"Oct 23, 2016",India
ODI # 3799,India,New Zealand,19 runs,Ranchi,"Oct 26, 2016",New Zealand
ODI # 3800,India,New Zealand,190 runs,Visakhapatnam,"Oct 29, 2016",India
ODI # 3801,Hong Kong,P.N.G.,106 runs,Mong Kok,"Nov 4, 2016",Hong Kong
ODI # 3802,Hong Kong,P.N.G.,14 runs,Mong Kok,"Nov 6, 2016",P.N.G.
ODI # 3803,Hong Kong,P.N.G.,7 wickets,Mong Kok,"Nov 8, 2016",Hong Kong
ODI # 3804,Zimbabwe,Sri Lanka,8 wickets,Harare,"Nov 14, 2016",Sri Lanka
ODI # 3805,Sri Lanka,West Indies,62 runs,Harare,"Nov 16, 2016",West Indies
ODI # 3808,Sri Lanka,West Indies,1 run,Bulawayo,"Nov 23, 2016",Sri Lanka
ODI # 3809,Zimbabwe,West Indies,5 runs,Bulawayo,"Nov 25, 2016",Zimbabwe
ODI # 3810,Zimbabwe,Sri Lanka,6 wickets,Bulawayo,"Nov 27, 2016",Sri Lanka
ODI # 3811,Australia,New Zealand,68 runs,Sydney,"Dec 4, 2016",Australia
ODI # 3812,Australia,New Zealand,116 runs,Canberra,"Dec 6, 2016",Australia
ODI # 3813,Australia,New Zealand,117 runs,Melbourne,"Dec 9, 2016",Australia
ODI # 3814,New Zealand,Bangladesh,77 runs,Christchurch,"Dec 26, 2016",New Zealand
ODI # 3815,New Zealand,Bangladesh,67 runs,Nelson,"Dec 29, 2016",New Zealand
ODI # 3816,New Zealand,Bangladesh,8 wickets,Nelson,"Dec 31, 2016",New Zealand
ODI # 3817,Australia,Pakistan,92 runs,Brisbane,"Jan 13, 2017",Australia
ODI # 3818,Australia,Pakistan,6 wickets,Melbourne,"Jan 15, 2017",Pakistan
ODI # 3819,India,England,3 wickets,Pune,"Jan 15, 2017",India
ODI # 3820,Australia,Pakistan,7 wickets,Perth,"Jan 19, 2017",Australia
ODI # 3821,India,England,15 runs,Cuttack,"Jan 19, 2017",India
ODI # 3822,Australia,Pakistan,86 runs,Sydney,"Jan 22, 2017",Australia
ODI # 3823,Hong Kong,Scotland,7 wickets,Abu Dhabi,"Jan 22, 2017",Hong Kong
ODI # 3824,India,England,5 runs,Kolkata,"Jan 22, 2017",England
ODI # 3825,U.A.E.,Scotland,4 wickets,Dubai (DSC),"Jan 24, 2017",U.A.E.
ODI # 3826,Australia,Pakistan,57 runs,Adelaide,"Jan 26, 2017",Australia
ODI # 3827,U.A.E.,Hong Kong,6 wickets,Dubai (DSC),"Jan 26, 2017",U.A.E.
ODI # 3828,South Africa,Sri Lanka,8 wickets,Port Elizabeth,"Jan 28, 2017",South Africa
ODI # 3829,New Zealand,Australia,6 runs,Auckland,"Jan 30, 2017",New Zealand
ODI # 3830,South Africa,Sri Lanka,121 runs,Durban,"Feb 1, 2017",South Africa
ODI # 3831,South Africa,Sri Lanka,7 wickets,Johannesburg,"Feb 4, 2017",South Africa
ODI # 3832,New Zealand,Australia,24 runs,Hamilton,"Feb 5, 2017",New Zealand
ODI # 3833,South Africa,Sri Lanka,40 runs,Cape Town,"Feb 7, 2017",South Africa
ODI # 3834,South Africa,Sri Lanka,88 runs,Centurion,"Feb 10, 2017",South Africa
ODI # 3835,Zimbabwe,Afghanistan,12 runs,Harare,"Feb 16, 2017",Afghanistan
ODI # 3836,New Zealand,South Africa,4 wickets,Hamilton,"Feb 19, 2017",South Africa
ODI # 3837,Zimbabwe,Afghanistan,54 runs,Harare,"Feb 19, 2017",Afghanistan
ODI # 3838,Zimbabwe,Afghanistan,3 runs,Harare,"Feb 21, 2017",Zimbabwe
ODI # 3839,New Zealand,South Africa,6 runs,Christchurch,"Feb 22, 2017",New Zealand
ODI # 3840,Zimbabwe,Afghanistan,7 wickets,Harare,"Feb 24, 2017",Zimbabwe
ODI # 3841,New Zealand,South Africa,159 runs,Wellington,"Feb 25, 2017",South Africa
ODI # 3842,Zimbabwe,Afghanistan,106 runs,Harare,"Feb 26, 2017",Afghanistan
ODI # 3843,New Zealand,South Africa,7 wickets,Hamilton,"Mar 1, 2017",New Zealand
ODI # 3844,U.A.E.,Ireland,85 runs,ICCA Dubai,"Mar 2, 2017",Ireland
ODI # 3845,West Indies,England,45 runs,North Sound,"Mar 3, 2017",England
ODI # 3846,New Zealand,South Africa,6 wickets,Auckland,"Mar 4, 2017",South Africa
ODI # 3847,U.A.E.,Ireland,8 wickets,ICCA Dubai,"Mar 4, 2017",Ireland
ODI # 3848,West Indies,England,4 wickets,North Sound,"Mar 5, 2017",England
ODI # 3849,West Indies,England,186 runs,Bridgetown,"Mar 9, 2017",England
ODI # 3850,Afghanistan,Ireland,30 runs,Greater Noida,"Mar 15, 2017",Afghanistan
ODI # 3851,Afghanistan,Ireland,34 runs,Greater Noida,"Mar 17, 2017",Afghanistan
ODI # 3852,Afghanistan,Ireland,6 wickets,Greater Noida,"Mar 19, 2017",Ireland
ODI # 3853,Afghanistan,Ireland,3 wickets,Greater Noida,"Mar 22, 2017",Ireland
ODI # 3854,Afghanistan,Ireland,7 wickets,Greater Noida,"Mar 24, 2017",Afghanistan
ODI # 3855,Sri Lanka,Bangladesh,90 runs,Dambulla,"Mar 25, 2017",Bangladesh
ODI # 3857,U.A.E.,P.N.G.,82 runs,Abu Dhabi,"Mar 31, 2017",U.A.E.
ODI # 3858,Sri Lanka,Bangladesh,70 runs,Colombo (SSC),"Apr 1, 2017",Sri Lanka
ODI # 3859,U.A.E.,P.N.G.,26 runs,Abu Dhabi,"Apr 2, 2017",P.N.G.
ODI # 3860,U.A.E.,P.N.G.,103 runs,Abu Dhabi,"Apr 4, 2017",U.A.E.
ODI # 3861,West Indies,Pakistan,4 wickets,Providence,"Apr 7, 2017",West Indies
ODI # 3862,West Indies,Pakistan,74 runs,Providence,"Apr 9, 2017",Pakistan
ODI # 3863,West Indies,Pakistan,6 wickets,Providence,"Apr 11, 2017",Pakistan
ODI # 3864,England,Ireland,7 wickets,Bristol,"May 5, 2017",England
ODI # 3865,England,Ireland,85 runs,Lord's,"May 7, 2017",England
ODI # 3867,Ireland,New Zealand,51 runs,Dublin (Malahide),"May 14, 2017",New Zealand
ODI # 3868,Bangladesh,New Zealand,4 wickets,Dublin,"May 17, 2017",New Zealand
ODI # 3869,Ireland,Bangladesh,8 wickets,Dublin (Malahide),"May 19, 2017",Bangladesh
ODI # 3870,Ireland,New Zealand,190 runs,Dublin (Malahide),"May 21, 2017",New Zealand
ODI # 3871,Bangladesh,New Zealand,5 wickets,Dublin,"May 24, 2017",Bangladesh
ODI # 3872,England,South Africa,72 runs,Leeds,"May 24, 2017",England
ODI # 3873,England,South Africa,2 runs,Southampton,"May 27, 2017",England
ODI # 3874,England,South Africa,7 wickets,Lord's,"May 29, 2017",South Africa
ODI # 3875,England,Bangladesh,8 wickets,The Oval,"Jun 1, 2017",England
ODI # 3877,South Africa,Sri Lanka,96 runs,The Oval,"Jun 3, 2017",South Africa
ODI # 3878,India,Pakistan,124 runs,Birmingham,"Jun 4, 2017",India
ODI # 3880,England,New Zealand,87 runs,Cardiff,"Jun 6, 2017",England
ODI # 3881,Pakistan,South Africa,19 runs,Birmingham,"Jun 7, 2017",Pakistan
ODI # 3882,India,Sri Lanka,7 wickets,The Oval,"Jun 8, 2017",Sri Lanka
ODI # 3883,Bangladesh,New Zealand,5 wickets,Cardiff,"Jun 9, 2017",Bangladesh
ODI # 3884,West Indies,Afghanistan,63 runs,Gros Islet,"Jun 9, 2017",Afghanistan
ODI # 3885,England,Australia,40 runs,Birmingham,"Jun 10, 2017",England
ODI # 3886,India,South Africa,8 wickets,The Oval,"Jun 11, 2017",India
ODI # 3887,West Indies,Afghanistan,4 wickets,Gros Islet,"Jun 11, 2017",West Indies
ODI # 3888,Pakistan,Sri Lanka,3 wickets,Cardiff,"Jun 12, 2017",Pakistan
ODI # 3889,England,Pakistan,8 wickets,Cardiff,"Jun 14, 2017",Pakistan
ODI # 3891,Bangladesh,India,9 wickets,Birmingham,"Jun 15, 2017",India
ODI # 3892,Scotland,Zimbabwe,26 runs,Edinburgh,"Jun 15, 2017",Scotland
ODI # 3893,Scotland,Zimbabwe,6 wickets,Edinburgh,"Jun 17, 2017",Zimbabwe
ODI # 3894,India,Pakistan,180 runs,The Oval,"Jun 18, 2017",Pakistan
ODI # 3896,West Indies,India,105 runs,Port of Spain,"Jun 25, 2017",India
ODI # 3897,Sri Lanka,Zimbabwe,6 wickets,Galle,"Jun 30, 2017",Zimbabwe
ODI # 3898,West Indies,India,93 runs,North Sound,"Jun 30, 2017",India
ODI # 3899,Sri Lanka,Zimbabwe,7 wickets,Galle,"Jul 2, 2017",Sri Lanka
ODI # 3900,West Indies,India,11 runs,North Sound,"Jul 2, 2017",West Indies
ODI # 3901,Sri Lanka,Zimbabwe,8 wickets,Hambantota,"Jul 6, 2017",Sri Lanka
ODI # 3902,West Indies,India,8 wickets,Kingston,"Jul 6, 2017",India
