Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
1744,ODI # 1812,England,New Zealand,Winner1stInning,Auckland,"Feb 23, 2002",England,New Zealand,Away,Home,First,Second
1745,ODI # 1813,England,New Zealand,Winner2ndInning,Dunedin,"Feb 26, 2002",New Zealand,New Zealand,Away,Home,First,Second
1746,ODI # 1814,Zimbabwe,India,Winner2ndInning,Faridabad,"Mar 7, 2002",Zimbabwe,India,Away,Home,Second,First
1747,ODI # 1815,Zimbabwe,India,Winner1stInning,Mohali,"Mar 10, 2002",India,,Neutral,Neutral,Second,First
1748,ODI # 1816,Zimbabwe,India,Winner2ndInning,Kochi,"Mar 13, 2002",Zimbabwe,India,Away,Home,Second,First
1749,ODI # 1817,Zimbabwe,India,Winner2ndInning,Hyderabad,"Mar 16, 2002",India,India,Away,Home,First,Second
1750,ODI # 1818,Zimbabwe,India,Winner1stInning,Guwahati,"Mar 19, 2002",India,India,Away,Home,Second,First
1751,ODI # 1819,Australia,South Africa,Winner1stInning,Johannesburg,"Mar 22, 2002",Australia,South Africa,Away,Home,First,Second
1752,ODI # 1820,Australia,South Africa,Winner1stInning,Centurion,"Mar 24, 2002",Australia,South Africa,Away,Home,First,Second
1753,ODI # 1822,Australia,South Africa,Winner1stInning,Bloemfontein,"Mar 30, 2002",Australia,South Africa,Away,Home,First,Second
1754,ODI # 1823,Australia,South Africa,Winner2ndInning,Durban,"Apr 3, 2002",Australia,South Africa,Away,Home,Second,First
1755,ODI # 1824,Australia,South Africa,Winner2ndInning,Port Elizabeth,"Apr 6, 2002",Australia,South Africa,Away,Home,Second,First
1756,ODI # 1825,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 8, 2002",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1757,ODI # 1826,Sri Lanka,New Zealand,Winner1stInning,Sharjah,"Apr 9, 2002",New Zealand,U.A.E.,Neutral,Neutral,Second,First
1758,ODI # 1827,Australia,South Africa,Winner1stInning,Cape Town,"Apr 9, 2002",South Africa,South Africa,Away,Home,Second,First
1759,ODI # 1828,Pakistan,New Zealand,Winner1stInning,Sharjah,"Apr 11, 2002",Pakistan,U.A.E.,Neutral,Neutral,First,Second
1760,ODI # 1829,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 12, 2002",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1761,ODI # 1830,Sri Lanka,New Zealand,Winner1stInning,Sharjah,"Apr 14, 2002",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1762,ODI # 1831,Pakistan,New Zealand,Winner2ndInning,Sharjah,"Apr 15, 2002",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1763,ODI # 1832,Sri Lanka,Pakistan,Winner1stInning,Sharjah,"Apr 17, 2002",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1764,ODI # 1833,New Zealand,Pakistan,Winner1stInning,Karachi,"Apr 21, 2002",Pakistan,Pakistan,Away,Home,Second,First
1765,ODI # 1834,New Zealand,Pakistan,Winner2ndInning,Rawalpindi,"Apr 24, 2002",Pakistan,Pakistan,Away,Home,First,Second
1766,ODI # 1835,New Zealand,Pakistan,Winner1stInning,Lahore,"Apr 27, 2002",Pakistan,Pakistan,Away,Home,Second,First
1767,ODI # 1836,India,West Indies,Winner2ndInning,Bridgetown,"May 29, 2002",India,West Indies,Away,Home,Second,First
1768,ODI # 1837,India,West Indies,Winner2ndInning,Port of Spain,"Jun 1, 2002",West Indies,West Indies,Away,Home,First,Second
1769,ODI # 1838,India,West Indies,Winner1stInning,Port of Spain,"Jun 2, 2002",India,West Indies,Away,Home,First,Second
1770,ODI # 1840,New Zealand,West Indies,Winner2ndInning,Gros Islet,"Jun 8, 2002",West Indies,West Indies,Away,Home,First,Second
1771,ODI # 1841,New Zealand,West Indies,Winner2ndInning,Gros Islet,"Jun 9, 2002",West Indies,West Indies,Away,Home,First,Second
1772,ODI # 1842,Pakistan,Australia,Winner2ndInning,Melbourne,"Jun 12, 2002",Australia,Australia,Away,Home,First,Second
1773,ODI # 1843,New Zealand,West Indies,Winner1stInning,Port of Spain,"Jun 12, 2002",New Zealand,West Indies,Away,Home,First,Second
1774,ODI # 1844,Pakistan,Australia,Winner2ndInning,Melbourne,"Jun 15, 2002",Pakistan,Australia,Away,Home,Second,First
1775,ODI # 1845,New Zealand,West Indies,Winner2ndInning,Kingstown,"Jun 16, 2002",West Indies,West Indies,Away,Home,First,Second
1776,ODI # 1846,Pakistan,Australia,Winner1stInning,Brisbane,"Jun 19, 2002",Pakistan,Australia,Away,Home,First,Second
1777,ODI # 1847,Sri Lanka,England,Winner1stInning,Nottingham,"Jun 27, 2002",England,England,Away,Home,Second,First
1778,ODI # 1848,India,England,Winner2ndInning,Lord's,"Jun 29, 2002",India,England,Away,Home,Second,First
1779,ODI # 1849,Sri Lanka,India,Winner2ndInning,The Oval,"Jun 30, 2002",India,England,Neutral,Neutral,First,Second
1780,ODI # 1850,Sri Lanka,England,Winner2ndInning,Leeds,"Jul 2, 2002",England,England,Away,Home,First,Second
1781,ODI # 1852,Sri Lanka,India,Winner2ndInning,Birmingham,"Jul 6, 2002",India,England,Neutral,Neutral,First,Second
1782,ODI # 1853,Sri Lanka,England,Winner1stInning,Manchester,"Jul 7, 2002",Sri Lanka,England,Away,Home,First,Second
1783,ODI # 1854,India,England,Winner1stInning,The Oval,"Jul 9, 2002",England,England,Away,Home,Second,First
1784,ODI # 1855,Sri Lanka,India,Winner1stInning,Bristol,"Jul 11, 2002",India,England,Neutral,Neutral,Second,First
1785,ODI # 1856,India,England,Winner2ndInning,Lord's,"Jul 13, 2002",India,England,Away,Home,Second,First
1786,ODI # 1857,Bangladesh,Sri Lanka,Winner2ndInning,Colombo,"Aug 4, 2002",Sri Lanka,Sri Lanka,Away,Home,First,Second
1787,ODI # 1858,Bangladesh,Sri Lanka,Winner2ndInning,Colombo,"Aug 5, 2002",Sri Lanka,Sri Lanka,Away,Home,First,Second
1788,ODI # 1859,Bangladesh,Sri Lanka,Winner1stInning,Colombo,"Aug 7, 2002",Sri Lanka,Sri Lanka,Away,Home,Second,First
1789,ODI # 1860,South Africa,Pakistan,Winner1stInning,Tangier,"Aug 12, 2002",South Africa,,Neutral,Neutral,First,Second
1790,ODI # 1861,Sri Lanka,Pakistan,Winner1stInning,Tangier,"Aug 14, 2002",Pakistan,,Neutral,Neutral,Second,First
1791,ODI # 1862,Sri Lanka,South Africa,Winner1stInning,Tangier,"Aug 15, 2002",Sri Lanka,,Neutral,Neutral,First,Second
1792,ODI # 1863,Sri Lanka,Pakistan,Winner1stInning,Tangier,"Aug 17, 2002",Sri Lanka,,Neutral,Neutral,First,Second
1793,ODI # 1864,South Africa,Pakistan,Winner1stInning,Tangier,"Aug 18, 2002",South Africa,,Neutral,Neutral,First,Second
1794,ODI # 1865,Sri Lanka,South Africa,Winner2ndInning,Tangier,"Aug 19, 2002",Sri Lanka,,Neutral,Neutral,Second,First
1795,ODI # 1866,Sri Lanka,South Africa,Winner1stInning,Tangier,"Aug 21, 2002",Sri Lanka,,Neutral,Neutral,First,Second
1796,ODI # 1867,Pakistan,Kenya,Winner2ndInning,Nairobi,"Aug 29, 2002",Pakistan,Kenya,Away,Home,Second,First
1797,ODI # 1868,Pakistan,Australia,Winner1stInning,Nairobi,"Aug 30, 2002",Australia,Kenya,Neutral,Neutral,Second,First
1798,ODI # 1869,Pakistan,Kenya,Winner2ndInning,Nairobi,"Sep 1, 2002",Pakistan,Kenya,Away,Home,Second,First
1799,ODI # 1870,Australia,Kenya,Winner2ndInning,Nairobi,"Sep 2, 2002",Australia,Kenya,Away,Home,Second,First
1800,ODI # 1871,Pakistan,Australia,Winner2ndInning,Nairobi,"Sep 4, 2002",Australia,Kenya,Neutral,Neutral,First,Second
1801,ODI # 1872,Australia,Kenya,Winner2ndInning,Nairobi,"Sep 5, 2002",Australia,Kenya,Away,Home,Second,First
1802,ODI # 1874,Pakistan,Sri Lanka,Winner2ndInning,Colombo,"Sep 12, 2002",Sri Lanka,Sri Lanka,Away,Home,First,Second
1803,ODI # 1875,West Indies,South Africa,Winner2ndInning,Colombo,"Sep 13, 2002",South Africa,Sri Lanka,Neutral,Neutral,First,Second
1804,ODI # 1876,Zimbabwe,India,Winner1stInning,Colombo,"Sep 14, 2002",India,Sri Lanka,Neutral,Neutral,Second,First
1805,ODI # 1877,New Zealand,Australia,Winner1stInning,Colombo,"Sep 15, 2002",Australia,Sri Lanka,Neutral,Neutral,Second,First
1806,ODI # 1878,Netherlands,Sri Lanka,Winner1stInning,Colombo,"Sep 16, 2002",Sri Lanka,Sri Lanka,Away,Home,Second,First
1807,ODI # 1879,West Indies,Kenya,Winner1stInning,Colombo,"Sep 17, 2002",West Indies,Sri Lanka,Neutral,Neutral,First,Second
1808,ODI # 1880,Zimbabwe,England,Winner1stInning,Colombo,"Sep 18, 2002",England,Sri Lanka,Neutral,Neutral,Second,First
1809,ODI # 1881,Bangladesh,Australia,Winner2ndInning,Colombo,"Sep 19, 2002",Australia,Sri Lanka,Neutral,Neutral,First,Second
1810,ODI # 1882,South Africa,Kenya,Winner1stInning,Colombo,"Sep 20, 2002",South Africa,Sri Lanka,Neutral,Neutral,First,Second
1811,ODI # 1883,Pakistan,Netherlands,Winner2ndInning,Colombo,"Sep 21, 2002",Pakistan,Sri Lanka,Neutral,Neutral,Second,First
1812,ODI # 1884,India,England,Winner2ndInning,Colombo,"Sep 22, 2002",India,Sri Lanka,Neutral,Neutral,Second,First
1813,ODI # 1885,New Zealand,Bangladesh,Winner1stInning,Colombo,"Sep 23, 2002",New Zealand,Sri Lanka,Neutral,Neutral,First,Second
1814,ODI # 1886,South Africa,India,Winner1stInning,Colombo,"Sep 25, 2002",India,Sri Lanka,Neutral,Neutral,Second,First
1815,ODI # 1887,Australia,Sri Lanka,Winner2ndInning,Colombo,"Sep 27, 2002",Sri Lanka,Sri Lanka,Away,Home,First,Second
1816,ODI # 1890,Bangladesh,South Africa,Winner1stInning,Potchefstroom,"Oct 3, 2002",South Africa,South Africa,Away,Home,Second,First
1817,ODI # 1891,Bangladesh,South Africa,Winner2ndInning,Benoni,"Oct 6, 2002",South Africa,South Africa,Away,Home,First,Second
1818,ODI # 1892,Bangladesh,South Africa,Winner2ndInning,Kimberley,"Oct 9, 2002",South Africa,South Africa,Away,Home,First,Second
1819,ODI # 1893,West Indies,India,Winner2ndInning,Jamshedpur,"Nov 6, 2002",West Indies,India,Away,Home,Second,First
1820,ODI # 1894,West Indies,India,Winner2ndInning,Nagpur,"Nov 9, 2002",West Indies,India,Away,Home,Second,First
1821,ODI # 1895,West Indies,India,Winner1stInning,Rajkot,"Nov 12, 2002",India,India,Away,Home,Second,First
1822,ODI # 1896,West Indies,India,Winner2ndInning,Ahmedabad,"Nov 15, 2002",India,India,Away,Home,First,Second
1823,ODI # 1897,West Indies,India,Winner2ndInning,Vadodara,"Nov 18, 2002",West Indies,India,Away,Home,Second,First
1824,ODI # 1898,West Indies,India,Winner2ndInning,Jodhpur,"Nov 21, 2002",India,India,Away,Home,First,Second
1825,ODI # 1899,Pakistan,Zimbabwe,Winner1stInning,Bulawayo,"Nov 23, 2002",Pakistan,Zimbabwe,Away,Home,First,Second
1826,ODI # 1900,West Indies,India,Winner1stInning,Vijayawada,"Nov 24, 2002",West Indies,India,Away,Home,First,Second
1827,ODI # 1901,Pakistan,Zimbabwe,Winner1stInning,Bulawayo,"Nov 24, 2002",Pakistan,Zimbabwe,Away,Home,First,Second
1828,ODI # 1902,Pakistan,Zimbabwe,Winner1stInning,Harare,"Nov 27, 2002",Pakistan,Zimbabwe,Away,Home,First,Second
1829,ODI # 1903,Sri Lanka,South Africa,Winner2ndInning,Johannesburg,"Nov 27, 2002",South Africa,South Africa,Away,Home,First,Second
1830,ODI # 1905,Sri Lanka,South Africa,Winner1stInning,Centurion,"Nov 29, 2002",South Africa,South Africa,Away,Home,Second,First
1831,ODI # 1906,Pakistan,Zimbabwe,Winner2ndInning,Harare,"Nov 30, 2002",Pakistan,Zimbabwe,Away,Home,Second,First
1832,ODI # 1907,Pakistan,Zimbabwe,Winner1stInning,Harare,"Dec 1, 2002",Pakistan,Zimbabwe,Away,Home,First,Second
1833,ODI # 1908,Sri Lanka,South Africa,Winner2ndInning,Benoni,"Dec 1, 2002",Sri Lanka,South Africa,Away,Home,Second,First
1834,ODI # 1909,West Indies,Bangladesh,Winner1stInning,Dhaka,"Dec 2, 2002",West Indies,Bangladesh,Away,Home,First,Second
1835,ODI # 1910,West Indies,Bangladesh,Winner1stInning,Dhaka,"Dec 3, 2002",West Indies,Bangladesh,Away,Home,First,Second
1836,ODI # 1911,Sri Lanka,South Africa,Winner2ndInning,Kimberley,"Dec 4, 2002",South Africa,South Africa,Away,Home,First,Second
1837,ODI # 1912,Sri Lanka,South Africa,Winner2ndInning,Bloemfontein,"Dec 6, 2002",South Africa,South Africa,Away,Home,First,Second
1838,ODI # 1914,Pakistan,South Africa,Winner1stInning,Durban,"Dec 8, 2002",South Africa,South Africa,Away,Home,Second,First
1839,ODI # 1915,Kenya,Zimbabwe,Winner1stInning,Kwekwe,"Dec 11, 2002",Zimbabwe,Zimbabwe,Away,Home,Second,First
1840,ODI # 1916,Pakistan,South Africa,Winner1stInning,Port Elizabeth,"Dec 11, 2002",Pakistan,South Africa,Away,Home,First,Second
1841,ODI # 1917,England,Australia,Winner2ndInning,Sydney,"Dec 13, 2002",Australia,Australia,Away,Home,First,Second
1842,ODI # 1918,Pakistan,South Africa,Winner1stInning,East London,"Dec 13, 2002",South Africa,South Africa,Away,Home,Second,First
1843,ODI # 1919,England,Australia,Winner1stInning,Melbourne,"Dec 15, 2002",Australia,Australia,Away,Home,Second,First
1844,ODI # 1920,Kenya,Zimbabwe,Winner2ndInning,Bulawayo,"Dec 15, 2002",Zimbabwe,Zimbabwe,Away,Home,First,Second
1845,ODI # 1921,Pakistan,South Africa,Winner2ndInning,Paarl,"Dec 16, 2002",South Africa,South Africa,Away,Home,First,Second
1846,ODI # 1922,Sri Lanka,England,Winner1stInning,Brisbane,"Dec 17, 2002",England,Australia,Neutral,Neutral,Second,First
1847,ODI # 1923,Pakistan,South Africa,Winner1stInning,Cape Town,"Dec 18, 2002",South Africa,South Africa,Away,Home,Second,First
1848,ODI # 1924,Sri Lanka,England,Winner1stInning,Perth,"Dec 20, 2002",England,Australia,Neutral,Neutral,Second,First
1849,ODI # 1925,Sri Lanka,Australia,Winner1stInning,Perth,"Dec 22, 2002",Australia,Australia,Away,Home,Second,First
1850,ODI # 1926,India,New Zealand,Winner2ndInning,Auckland,"Dec 26, 2002",New Zealand,New Zealand,Away,Home,First,Second
1851,ODI # 1927,India,New Zealand,Winner1stInning,Napier,"Dec 29, 2002",New Zealand,New Zealand,Away,Home,Second,First
1852,ODI # 1928,India,New Zealand,Winner2ndInning,Christchurch,"Jan 1, 2003",New Zealand,New Zealand,Away,Home,First,Second
1853,ODI # 1929,India,New Zealand,Winner2ndInning,Queenstown,"Jan 4, 2003",New Zealand,New Zealand,Away,Home,First,Second
1854,ODI # 1930,India,New Zealand,Winner2ndInning,Wellington,"Jan 8, 2003",India,New Zealand,Away,Home,Second,First
1855,ODI # 1931,Sri Lanka,Australia,Winner1stInning,Sydney,"Jan 9, 2003",Sri Lanka,Australia,Away,Home,First,Second
1856,ODI # 1932,England,Australia,Winner1stInning,Hobart,"Jan 11, 2003",Australia,Australia,Away,Home,Second,First
1857,ODI # 1933,India,New Zealand,Winner2ndInning,Auckland,"Jan 11, 2003",India,New Zealand,Away,Home,Second,First
1858,ODI # 1934,Sri Lanka,England,Winner1stInning,Sydney,"Jan 13, 2003",Sri Lanka,Australia,Neutral,Neutral,First,Second
1859,ODI # 1935,India,New Zealand,Winner2ndInning,Hamilton,"Jan 14, 2003",New Zealand,New Zealand,Away,Home,First,Second
1860,ODI # 1936,Sri Lanka,Australia,Winner2ndInning,Brisbane,"Jan 15, 2003",Australia,Australia,Away,Home,First,Second
1861,ODI # 1937,Sri Lanka,England,Winner1stInning,Adelaide,"Jan 17, 2003",England,Australia,Neutral,Neutral,Second,First
1862,ODI # 1938,England,Australia,Winner2ndInning,Adelaide,"Jan 19, 2003",Australia,Australia,Away,Home,First,Second
1863,ODI # 1939,Sri Lanka,Australia,Winner2ndInning,Melbourne,"Jan 21, 2003",Australia,Australia,Away,Home,First,Second
1864,ODI # 1940,England,Australia,Winner2ndInning,Sydney,"Jan 23, 2003",Australia,Australia,Away,Home,First,Second
1865,ODI # 1941,England,Australia,Winner1stInning,Melbourne,"Jan 25, 2003",Australia,Australia,Away,Home,Second,First
1866,ODI # 1942,West Indies,South Africa,Winner1stInning,Cape Town,"Feb 9, 2003",West Indies,South Africa,Away,Home,First,Second
1867,ODI # 1943,Namibia,Zimbabwe,Winner1stInning,Harare,"Feb 10, 2003",Zimbabwe,Zimbabwe,Away,Home,Second,First
1868,ODI # 1944,Sri Lanka,New Zealand,Winner1stInning,Bloemfontein,"Feb 10, 2003",Sri Lanka,South Africa,Neutral,Neutral,First,Second
1869,ODI # 1945,Pakistan,Australia,Winner1stInning,Johannesburg,"Feb 11, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1870,ODI # 1946,Canada,Bangladesh,Winner1stInning,Durban,"Feb 11, 2003",Canada,South Africa,Neutral,Neutral,First,Second
1871,ODI # 1947,Kenya,South Africa,Winner2ndInning,Potchefstroom,"Feb 12, 2003",South Africa,South Africa,Away,Home,First,Second
1872,ODI # 1948,Netherlands,India,Winner1stInning,Paarl,"Feb 12, 2003",India,South Africa,Neutral,Neutral,Second,First
1873,ODI # 1949,West Indies,New Zealand,Winner1stInning,Port Elizabeth,"Feb 13, 2003",New Zealand,South Africa,Neutral,Neutral,Second,First
1874,ODI # 1950,Sri Lanka,Bangladesh,Winner2ndInning,Pietermaritzburg,"Feb 14, 2003",Sri Lanka,South Africa,Neutral,Neutral,Second,First
1875,ODI # 1951,India,Australia,Winner2ndInning,Centurion,"Feb 15, 2003",Australia,South Africa,Neutral,Neutral,First,Second
1876,ODI # 1952,Kenya,Canada,Winner2ndInning,Cape Town,"Feb 15, 2003",Kenya,South Africa,Neutral,Neutral,Second,First
1877,ODI # 1953,Netherlands,England,Winner2ndInning,East London,"Feb 16, 2003",England,South Africa,Neutral,Neutral,First,Second
1878,ODI # 1954,Pakistan,Namibia,Winner1stInning,Kimberley,"Feb 16, 2003",Pakistan,South Africa,Neutral,Neutral,First,Second
1879,ODI # 1955,New Zealand,South Africa,Winner2ndInning,Johannesburg,"Feb 16, 2003",New Zealand,South Africa,Away,Home,Second,First
1880,ODI # 1957,India,Zimbabwe,Winner1stInning,Harare,"Feb 19, 2003",India,Zimbabwe,Away,Home,First,Second
1881,ODI # 1958,Sri Lanka,Canada,Winner2ndInning,Paarl,"Feb 19, 2003",Sri Lanka,South Africa,Neutral,Neutral,Second,First
1882,ODI # 1959,Namibia,England,Winner1stInning,Port Elizabeth,"Feb 19, 2003",England,South Africa,Neutral,Neutral,Second,First
1883,ODI # 1960,Netherlands,Australia,Winner1stInning,Potchefstroom,"Feb 20, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1884,ODI # 1961,Bangladesh,South Africa,Winner2ndInning,Bloemfontein,"Feb 22, 2003",South Africa,South Africa,Away,Home,First,Second
1885,ODI # 1962,Pakistan,England,Winner1stInning,Cape Town,"Feb 22, 2003",England,South Africa,Neutral,Neutral,Second,First
1886,ODI # 1963,West Indies,Canada,Winner2ndInning,Centurion,"Feb 23, 2003",West Indies,South Africa,Neutral,Neutral,Second,First
1887,ODI # 1964,Namibia,India,Winner1stInning,Pietermaritzburg,"Feb 23, 2003",India,South Africa,Neutral,Neutral,Second,First
1888,ODI # 1965,Sri Lanka,Kenya,Winner1stInning,Nairobi,"Feb 24, 2003",Kenya,Kenya,Away,Home,Second,First
1889,ODI # 1966,Australia,Zimbabwe,Winner2ndInning,Bulawayo,"Feb 24, 2003",Australia,Zimbabwe,Away,Home,Second,First
1890,ODI # 1967,Pakistan,Netherlands,Winner1stInning,Paarl,"Feb 25, 2003",Pakistan,South Africa,Neutral,Neutral,First,Second
1891,ODI # 1968,New Zealand,Bangladesh,Winner2ndInning,Kimberley,"Feb 26, 2003",New Zealand,South Africa,Neutral,Neutral,Second,First
1892,ODI # 1969,India,England,Winner1stInning,Durban,"Feb 26, 2003",India,South Africa,Neutral,Neutral,First,Second
1893,ODI # 1970,Namibia,Australia,Winner1stInning,Potchefstroom,"Feb 27, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1894,ODI # 1971,Canada,South Africa,Winner1stInning,East London,"Feb 27, 2003",South Africa,South Africa,Away,Home,Second,First
1895,ODI # 1972,Netherlands,Zimbabwe,Winner1stInning,Bulawayo,"Feb 28, 2003",Zimbabwe,Zimbabwe,Away,Home,Second,First
1896,ODI # 1973,West Indies,Sri Lanka,Winner1stInning,Cape Town,"Feb 28, 2003",Sri Lanka,South Africa,Neutral,Neutral,Second,First
1897,ODI # 1974,Kenya,Bangladesh,Winner1stInning,Johannesburg,"Mar 1, 2003",Kenya,South Africa,Neutral,Neutral,First,Second
1898,ODI # 1975,Pakistan,India,Winner2ndInning,Centurion,"Mar 1, 2003",India,South Africa,Neutral,Neutral,First,Second
1899,ODI # 1976,England,Australia,Winner2ndInning,Port Elizabeth,"Mar 2, 2003",Australia,South Africa,Neutral,Neutral,First,Second
1900,ODI # 1977,New Zealand,Canada,Winner2ndInning,Benoni,"Mar 3, 2003",New Zealand,South Africa,Neutral,Neutral,Second,First
1901,ODI # 1978,Netherlands,Namibia,Winner1stInning,Bloemfontein,"Mar 3, 2003",Netherlands,South Africa,Neutral,Neutral,First,Second
1902,ODI # 1981,West Indies,Kenya,Winner1stInning,Kimberley,"Mar 4, 2003",West Indies,South Africa,Neutral,Neutral,First,Second
1903,ODI # 1982,Sri Lanka,Australia,Winner1stInning,Centurion,"Mar 7, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1904,ODI # 1983,Kenya,India,Winner2ndInning,Cape Town,"Mar 7, 2003",India,South Africa,Neutral,Neutral,First,Second
1905,ODI # 1984,Zimbabwe,New Zealand,Winner2ndInning,Bloemfontein,"Mar 8, 2003",New Zealand,South Africa,Neutral,Neutral,First,Second
1906,ODI # 1985,Sri Lanka,India,Winner1stInning,Johannesburg,"Mar 10, 2003",India,South Africa,Neutral,Neutral,Second,First
1907,ODI # 1986,New Zealand,Australia,Winner1stInning,Port Elizabeth,"Mar 11, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1908,ODI # 1987,Zimbabwe,Kenya,Winner2ndInning,Bloemfontein,"Mar 12, 2003",Kenya,South Africa,Neutral,Neutral,First,Second
1909,ODI # 1988,New Zealand,India,Winner2ndInning,Centurion,"Mar 14, 2003",India,South Africa,Neutral,Neutral,First,Second
1910,ODI # 1989,Zimbabwe,Sri Lanka,Winner1stInning,East London,"Mar 15, 2003",Sri Lanka,South Africa,Neutral,Neutral,Second,First
1911,ODI # 1990,Kenya,Australia,Winner2ndInning,Durban,"Mar 15, 2003",Australia,South Africa,Neutral,Neutral,First,Second
1912,ODI # 1991,Sri Lanka,Australia,Winner1stInning,Port Elizabeth,"Mar 18, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1913,ODI # 1992,Kenya,India,Winner1stInning,Durban,"Mar 20, 2003",India,South Africa,Neutral,Neutral,Second,First
1914,ODI # 1993,India,Australia,Winner1stInning,Johannesburg,"Mar 23, 2003",Australia,South Africa,Neutral,Neutral,Second,First
1915,ODI # 1994,Zimbabwe,Pakistan,Winner1stInning,Sharjah,"Apr 3, 2003",Pakistan,U.A.E.,Neutral,Neutral,Second,First
1916,ODI # 1995,Sri Lanka,Pakistan,Winner2ndInning,Sharjah,"Apr 4, 2003",Pakistan,U.A.E.,Neutral,Neutral,First,Second
1917,ODI # 1996,Zimbabwe,Kenya,Winner2ndInning,Sharjah,"Apr 5, 2003",Zimbabwe,U.A.E.,Neutral,Neutral,Second,First
1918,ODI # 1997,Sri Lanka,Kenya,Winner1stInning,Sharjah,"Apr 6, 2003",Sri Lanka,U.A.E.,Neutral,Neutral,First,Second
1919,ODI # 1998,Zimbabwe,Sri Lanka,Winner2ndInning,Sharjah,"Apr 7, 2003",Zimbabwe,U.A.E.,Neutral,Neutral,Second,First
